career_cluster,sub_cluster,code,occupation,url
Agriculture; Energy & Natural Resources,Water Systems; Conservation & Land Management; Ecological Research & Development; Environmental Protection; Resource Extraction,19-4044.00,Hydrologic Technicians,https://www.onetonline.org/link/summary/19-4044.00
Agriculture; Energy & Natural Resources,Water Systems; Conservation & Land Management; Ecological Research & Development; Resource Extraction,19-2043.00,Hydrologists,https://www.onetonline.org/link/summary/19-2043.00
Energy & Natural Resources,Clean & Alternative Energy,51-8011.00,Nuclear Power Reactor Operators,https://www.onetonline.org/link/summary/51-8011.00
Energy & Natural Resources,Clean & Alternative Energy,51-8012.00,Power Distributors and Dispatchers,https://www.onetonline.org/link/summary/51-8012.00
Energy & Natural Resources,Clean & Alternative Energy; Ecological Research & Development,17-2161.00,Nuclear Engineers,https://www.onetonline.org/link/summary/17-2161.00
Energy & Natural Resources,Clean & Alternative Energy; Utilities,51-8013.03,Biomass Plant Technicians,https://www.onetonline.org/link/summary/51-8013.03
Energy & Natural Resources,Clean & Alternative Energy; Utilities,51-8013.04,Hydroelectric Plant Technicians,https://www.onetonline.org/link/summary/51-8013.04
Energy & Natural Resources,Clean & Alternative Energy; Utilities,51-8013.00,Power Plant Operators,https://www.onetonline.org/link/summary/51-8013.00
Energy & Natural Resources,Clean & Alternative Energy; Utilities,49-9081.00,Wind Turbine Service Technicians,https://www.onetonline.org/link/summary/49-9081.00
Energy & Natural Resources,Conservation & Land Management; Ecological Research & Development,19-2099.00,"Physical Scientists, All Other",https://www.onetonline.org/link/summary/19-2099.00
Energy & Natural Resources,Conservation & Land Management; Ecological Research & Development,19-1023.00,Zoologists and Wildlife Biologists,https://www.onetonline.org/link/summary/19-1023.00
Energy & Natural Resources,Conservation & Land Management; Utilities,17-3031.00,Surveying and Mapping Technicians,https://www.onetonline.org/link/summary/17-3031.00
Energy & Natural Resources,Ecological Research & Development; Utilities,17-2081.00,Environmental Engineers,https://www.onetonline.org/link/summary/17-2081.00
Energy & Natural Resources,Resource Extraction,47-5011.00,"Derrick Operators, Oil and Gas",https://www.onetonline.org/link/summary/47-5011.00
Energy & Natural Resources,Resource Extraction,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",https://www.onetonline.org/link/summary/19-2042.00
Energy & Natural Resources,Resource Extraction,47-5081.00,Helpers--Extraction Workers,https://www.onetonline.org/link/summary/47-5081.00
Energy & Natural Resources,Resource Extraction,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",https://www.onetonline.org/link/summary/47-5044.00
Energy & Natural Resources,Resource Extraction,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",https://www.onetonline.org/link/summary/17-2151.00
Energy & Natural Resources,Resource Extraction,17-2171.00,Petroleum Engineers,https://www.onetonline.org/link/summary/17-2171.00
Energy & Natural Resources,Resource Extraction,49-9096.00,Riggers,https://www.onetonline.org/link/summary/49-9096.00
Energy & Natural Resources,Resource Extraction,47-5051.00,"Rock Splitters, Quarry",https://www.onetonline.org/link/summary/47-5051.00
Energy & Natural Resources,Resource Extraction,47-5043.00,"Roof Bolters, Mining",https://www.onetonline.org/link/summary/47-5043.00
Energy & Natural Resources,Resource Extraction,47-5012.00,"Rotary Drill Operators, Oil and Gas",https://www.onetonline.org/link/summary/47-5012.00
Energy & Natural Resources,Resource Extraction,47-5071.00,"Roustabouts, Oil and Gas",https://www.onetonline.org/link/summary/47-5071.00
Energy & Natural Resources,Resource Extraction,47-5013.00,"Service Unit Operators, Oil and Gas",https://www.onetonline.org/link/summary/47-5013.00
Energy & Natural Resources,Resource Extraction,53-7073.00,Wellhead Pumpers,https://www.onetonline.org/link/summary/53-7073.00
Energy & Natural Resources,Utilities,51-8099.01,Biofuels Processing Technicians,https://www.onetonline.org/link/summary/51-8099.01
Energy & Natural Resources,Utilities,51-2021.00,"Coil Winders, Tapers, and Finishers",https://www.onetonline.org/link/summary/51-2021.00
Energy & Natural Resources,Utilities,43-2099.00,"Communications Equipment Operators, All Other",https://www.onetonline.org/link/summary/43-2099.00
Energy & Natural Resources,Utilities,49-9051.00,Electrical Power-Line Installers and Repairers,https://www.onetonline.org/link/summary/49-9051.00
Energy & Natural Resources,Utilities,17-2072.00,"Electronics Engineers, Except Computer",https://www.onetonline.org/link/summary/17-2072.00
Energy & Natural Resources,Utilities,51-8092.00,Gas Plant Operators,https://www.onetonline.org/link/summary/51-8092.00
Energy & Natural Resources,Utilities,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,https://www.onetonline.org/link/summary/49-3053.00
Energy & Natural Resources,Utilities,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",https://www.onetonline.org/link/summary/51-8093.00
Energy & Natural Resources,Utilities,51-8099.00,"Plant and System Operators, All Other",https://www.onetonline.org/link/summary/51-8099.00
Energy & Natural Resources,Utilities,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",https://www.onetonline.org/link/summary/49-2021.00
Energy & Natural Resources,Utilities,53-7062.04,Recycling and Reclamation Workers,https://www.onetonline.org/link/summary/53-7062.04
Energy & Natural Resources,Utilities,53-7081.00,Refuse and Recyclable Material Collectors,https://www.onetonline.org/link/summary/53-7081.00
Energy & Natural Resources,Utilities,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,https://www.onetonline.org/link/summary/47-4071.00
Energy & Natural Resources,Utilities,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",https://www.onetonline.org/link/summary/49-2022.00
Energy & Natural Resources,Utilities,49-9052.00,Telecommunications Line Installers and Repairers,https://www.onetonline.org/link/summary/49-9052.00
Energy & Natural Resources,Utilities,51-8031.00,Water and Wastewater Treatment Plant and System Operators,https://www.onetonline.org/link/summary/51-8031.00
Energy & Natural Resources; Digital Technology,Conservation & Land Management; Ecological Research & Development; Unmanned Vehicle Technology,19-2099.01,Remote Sensing Scientists and Technologists,https://www.onetonline.org/link/summary/19-2099.01
Energy & Natural Resources; Digital Technology,Conservation & Land Management; Ecological Research & Development; Unmanned Vehicle Technology,19-4099.03,Remote Sensing Technicians,https://www.onetonline.org/link/summary/19-4099.03
Energy & Natural Resources; Management & Entrepreneurship,Conservation & Land Management; Entrepreneurship & Small Business; Leadership & Operations,11-1021.00,General and Operations Managers,https://www.onetonline.org/link/summary/11-1021.00
Digital Technology,Data Science & AI,15-2051.02,Clinical Data Managers,https://www.onetonline.org/link/summary/15-2051.02
Digital Technology,Data Science & AI; IT Support & Services,15-1299.01,Web Administrators,https://www.onetonline.org/link/summary/15-1299.01
Digital Technology,Data Science & AI; Network Systems & Cybersecurity,15-1211.00,Computer Systems Analysts,https://www.onetonline.org/link/summary/15-1211.00
Digital Technology,Data Science & AI; Network Systems & Cybersecurity,15-1211.01,Health Informatics Specialists,https://www.onetonline.org/link/summary/15-1211.01
Digital Technology,Data Science & AI; Web & Cloud,15-1221.00,Computer and Information Research Scientists,https://www.onetonline.org/link/summary/15-1221.00
Digital Technology,IT Support & Services,17-2061.00,Computer Hardware Engineers,https://www.onetonline.org/link/summary/17-2061.00
Digital Technology,IT Support & Services; Network Systems & Cybersecurity; Software Solutions; Web & Cloud,11-3021.00,Computer and Information Systems Managers,https://www.onetonline.org/link/summary/11-3021.00
Digital Technology,IT Support & Services; Software Solutions,15-1253.00,Software Quality Assurance Analysts and Testers,https://www.onetonline.org/link/summary/15-1253.00
Digital Technology,Network Systems & Cybersecurity,15-1212.00,Information Security Analysts,https://www.onetonline.org/link/summary/15-1212.00
Digital Technology,Network Systems & Cybersecurity,15-1244.00,Network and Computer Systems Administrators,https://www.onetonline.org/link/summary/15-1244.00
Digital Technology,Network Systems & Cybersecurity; Software Solutions; Web & Cloud,15-1251.00,Computer Programmers,https://www.onetonline.org/link/summary/15-1251.00
Digital Technology,Network Systems & Cybersecurity; Web & Cloud,15-1241.00,Computer Network Architects,https://www.onetonline.org/link/summary/15-1241.00
Digital Technology,Network Systems & Cybersecurity; Web & Cloud,15-1231.00,Computer Network Support Specialists,https://www.onetonline.org/link/summary/15-1231.00
Digital Technology,Network Systems & Cybersecurity; Web & Cloud,15-1241.01,Telecommunications Engineering Specialists,https://www.onetonline.org/link/summary/15-1241.01
Digital Technology,Software Solutions,15-1242.00,Database Administrators,https://www.onetonline.org/link/summary/15-1242.00
Digital Technology,Software Solutions; Web & Cloud,15-1243.01,Data Warehousing Specialists,https://www.onetonline.org/link/summary/15-1243.01
Digital Technology,Software Solutions; Web & Cloud,15-1243.00,Database Architects,https://www.onetonline.org/link/summary/15-1243.00
Management & Entrepreneurship,Business Information Management,15-2031.00,Operations Research Analysts,https://www.onetonline.org/link/summary/15-2031.00
Management & Entrepreneurship,Business Information Management; Entrepreneurship & Small Business; Leadership & Operations,13-1199.04,Business Continuity Planners,https://www.onetonline.org/link/summary/13-1199.04
Management & Entrepreneurship,Business Information Management; Entrepreneurship & Small Business; Leadership & Operations,13-1199.00,"Business Operations Specialists, All Other",https://www.onetonline.org/link/summary/13-1199.00
Management & Entrepreneurship,Business Information Management; Entrepreneurship & Small Business; Leadership & Operations,13-1199.06,Online Merchants,https://www.onetonline.org/link/summary/13-1199.06
Management & Entrepreneurship,Business Information Management; Entrepreneurship & Small Business; Leadership & Operations,13-1199.07,Security Management Specialists,https://www.onetonline.org/link/summary/13-1199.07
Management & Entrepreneurship,Business Information Management; Entrepreneurship & Small Business; Leadership & Operations,13-1199.05,Sustainability Specialists,https://www.onetonline.org/link/summary/13-1199.05
Management & Entrepreneurship,Business Information Management; Regulation,11-3031.00,Financial Managers,https://www.onetonline.org/link/summary/11-3031.00
Management & Entrepreneurship,Business Information Management; Regulation,11-3031.03,Investment Fund Managers,https://www.onetonline.org/link/summary/11-3031.03
Management & Entrepreneurship,Business Information Management; Regulation,11-3031.01,Treasurers and Controllers,https://www.onetonline.org/link/summary/11-3031.01
Management & Entrepreneurship,Entrepreneurship & Small Business,11-9179.01,Fitness and Wellness Coordinators,https://www.onetonline.org/link/summary/11-9179.01
Management & Entrepreneurship,Entrepreneurship & Small Business,11-9179.02,Spa Managers,https://www.onetonline.org/link/summary/11-9179.02
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,11-3012.00,Administrative Services Managers,https://www.onetonline.org/link/summary/11-3012.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,11-1011.00,Chief Executives,https://www.onetonline.org/link/summary/11-1011.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,11-1011.03,Chief Sustainability Officers,https://www.onetonline.org/link/summary/11-1011.03
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,11-3111.00,Compensation and Benefits Managers,https://www.onetonline.org/link/summary/11-3111.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,https://www.onetonline.org/link/summary/43-1011.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,13-1071.00,Human Resources Specialists,https://www.onetonline.org/link/summary/13-1071.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,43-3051.00,Payroll and Timekeeping Clerks,https://www.onetonline.org/link/summary/43-3051.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,11-2032.00,Public Relations Managers,https://www.onetonline.org/link/summary/11-2032.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Leadership & Operations,27-3031.00,Public Relations Specialists,https://www.onetonline.org/link/summary/27-3031.00
Management & Entrepreneurship,Entrepreneurship & Small Business; Project Management,13-1082.00,Project Management Specialists,https://www.onetonline.org/link/summary/13-1082.00
Management & Entrepreneurship,Leadership & Operations,43-9031.00,Desktop Publishers,https://www.onetonline.org/link/summary/43-9031.00
Management & Entrepreneurship,Leadership & Operations,43-6011.00,Executive Secretaries and Executive Administrative Assistants,https://www.onetonline.org/link/summary/43-6011.00
Management & Entrepreneurship,Leadership & Operations,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",https://www.onetonline.org/link/summary/43-4161.00
Management & Entrepreneurship,Leadership & Operations,19-3032.00,Industrial-Organizational Psychologists,https://www.onetonline.org/link/summary/19-3032.00
Management & Entrepreneurship,Leadership & Operations,13-1075.00,Labor Relations Specialists,https://www.onetonline.org/link/summary/13-1075.00
Management & Entrepreneurship,Leadership & Operations,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",https://www.onetonline.org/link/summary/43-9051.00
Management & Entrepreneurship,Leadership & Operations,43-9199.00,"Office and Administrative Support Workers, All Other",https://www.onetonline.org/link/summary/43-9199.00
Management & Entrepreneurship,Leadership & Operations,43-9061.00,"Office Clerks, General",https://www.onetonline.org/link/summary/43-9061.00
Management & Entrepreneurship,Leadership & Operations,43-9071.00,"Office Machine Operators, Except Computer",https://www.onetonline.org/link/summary/43-9071.00
Management & Entrepreneurship,Leadership & Operations,43-4151.00,Order Clerks,https://www.onetonline.org/link/summary/43-4151.00
Management & Entrepreneurship,Leadership & Operations,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",https://www.onetonline.org/link/summary/43-6014.00
Management & Entrepreneurship,Leadership & Operations,13-1151.00,Training and Development Specialists,https://www.onetonline.org/link/summary/13-1151.00
Management & Entrepreneurship,Leadership & Operations,43-9022.00,Word Processors and Typists,https://www.onetonline.org/link/summary/43-9022.00
Management & Entrepreneurship,Regulation,17-2111.02,Fire-Prevention and Protection Engineers,https://www.onetonline.org/link/summary/17-2111.02
Management & Entrepreneurship,Regulation,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",https://www.onetonline.org/link/summary/17-2111.00
Marketing & Sales,"Market Research, Analytics, & Ethics",13-1161.00,Market Research Analysts and Marketing Specialists,https://www.onetonline.org/link/summary/13-1161.00
Marketing & Sales,"Market Research, Analytics, & Ethics",13-1161.01,Search Marketing Strategists,https://www.onetonline.org/link/summary/13-1161.01
Marketing & Sales,Marketing & Advertising,11-2011.00,Advertising and Promotions Managers,https://www.onetonline.org/link/summary/11-2011.00
Marketing & Sales,Marketing & Advertising,41-9011.00,Demonstrators and Product Promoters,https://www.onetonline.org/link/summary/41-9011.00
Marketing & Sales,Marketing & Advertising,11-2021.00,Marketing Managers,https://www.onetonline.org/link/summary/11-2021.00
Marketing & Sales,Retail & Customer Experience,41-2011.00,Cashiers,https://www.onetonline.org/link/summary/41-2011.00
Marketing & Sales,Retail & Customer Experience,43-4051.00,Customer Service Representatives,https://www.onetonline.org/link/summary/43-4051.00
Marketing & Sales,Retail & Customer Experience,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,https://www.onetonline.org/link/summary/41-1012.00
Marketing & Sales,Retail & Customer Experience,41-1011.00,First-Line Supervisors of Retail Sales Workers,https://www.onetonline.org/link/summary/41-1011.00
Marketing & Sales,Retail & Customer Experience,27-1023.00,Floral Designers,https://www.onetonline.org/link/summary/27-1023.00
Marketing & Sales,Retail & Customer Experience,41-2022.00,Parts Salespersons,https://www.onetonline.org/link/summary/41-2022.00
Marketing & Sales,Retail & Customer Experience,41-2031.00,Retail Salespersons,https://www.onetonline.org/link/summary/41-2031.00
Marketing & Sales,Retail & Customer Experience,41-9099.00,"Sales and Related Workers, All Other",https://www.onetonline.org/link/summary/41-9099.00
Marketing & Sales,Retail & Customer Experience,11-2022.00,Sales Managers,https://www.onetonline.org/link/summary/11-2022.00
Marketing & Sales,Strategic Sales,41-3011.00,Advertising Sales Agents,https://www.onetonline.org/link/summary/41-3011.00
Marketing & Sales,Strategic Sales,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",https://www.onetonline.org/link/summary/41-9091.00
Marketing & Sales,Strategic Sales,41-9031.00,Sales Engineers,https://www.onetonline.org/link/summary/41-9031.00
Marketing & Sales,Strategic Sales,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",https://www.onetonline.org/link/summary/41-3091.00
Marketing & Sales,Strategic Sales,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",https://www.onetonline.org/link/summary/41-4012.00
Marketing & Sales,Strategic Sales,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",https://www.onetonline.org/link/summary/41-4011.00
Marketing & Sales,Strategic Sales,41-4011.07,Solar Sales Representatives and Assessors,https://www.onetonline.org/link/summary/41-4011.07
Marketing & Sales,Strategic Sales,41-9041.00,Telemarketers,https://www.onetonline.org/link/summary/41-9041.00
